T_K,T_C,J_MA_cm2,L_um,MTTF_hours
471.15,198.0,1.0,40.0,4587.787720716125
471.15,198.0,1.0,50.0,2365.805411133674
471.15,198.0,1.0,65.0,2206.5613613862206
471.15,198.0,1.0,90.0,1898.030033145707
471.15,198.0,1.0,130.0,1476.8365595954226
471.15,198.0,1.0,200.0,1211.8401437191553
471.15,198.0,1.0,350.0,1258.9340369096278
471.15,198.0,1.0,600.0,1080.637020358899
471.15,198.0,2.0,5.0,
471.15,198.0,2.0,15.0,
471.15,198.0,2.0,25.0,951.7300638392071
471.15,198.0,2.0,35.0,439.9070800062564
471.15,198.0,2.0,40.0,503.3678281450512
471.15,198.0,2.0,50.0,350.62307714142855
471.15,198.0,2.0,65.0,343.69814525572383
471.15,198.0,2.0,90.0,487.1438886918279
471.15,198.0,2.0,130.0,427.7499162118914
471.15,198.0,2.0,200.0,321.08251750721655
471.15,198.0,2.0,350.0,275.9130422480861
471.15,198.0,2.0,600.0,217.52137679436942
471.15,198.0,4.0,5.0,
471.15,198.0,4.0,15.0,209.6502931443857
471.15,198.0,4.0,25.0,233.5871435525878
471.15,198.0,4.0,35.0,154.50287661599918
471.15,198.0,4.0,40.0,128.70481665810132
471.15,198.0,4.0,50.0,143.46612985057845
471.15,198.0,4.0,65.0,101.72535530134964
471.15,198.0,4.0,90.0,118.65627760594049
471.15,198.0,4.0,130.0,122.50637371098138
471.15,198.0,4.0,200.0,116.64371670982656
471.15,198.0,4.0,350.0,130.85638610170327
471.15,198.0,4.0,600.0,121.2789887412589
471.15,198.0,8.0,5.0,194.29643173123202
471.15,198.0,8.0,15.0,52.8399724229599
471.15,198.0,8.0,25.0,59.147419813482365
471.15,198.0,8.0,35.0,62.83491907003403
471.15,198.0,8.0,40.0,41.9198462583686
471.15,198.0,8.0,50.0,41.581232379709505
471.15,198.0,8.0,65.0,56.97615224139641
471.15,198.0,8.0,90.0,44.5539023115247
471.15,198.0,8.0,130.0,55.85088205912097
471.15,198.0,8.0,200.0,41.90433912944307
471.15,198.0,8.0,350.0,55.250128216858386
471.15,198.0,8.0,600.0,45.09783374864296
473.46,200.31,0.5,5.0,
473.46,200.31,0.5,15.0,
473.46,200.31,0.5,25.0,
473.46,200.31,0.5,35.0,
473.46,200.31,0.5,40.0,
473.46,200.31,0.5,50.0,
473.46,200.31,0.5,65.0,45834.183248441215
473.46,200.31,0.5,90.0,12867.00757383677
473.46,200.31,0.5,130.0,5966.259178251151
473.46,200.31,0.5,200.0,4207.4346722373675
473.46,200.31,0.5,350.0,3827.1258520615825
473.46,200.31,0.5,600.0,4033.1878747121123
473.46,200.31,1.0,5.0,
473.46,200.31,1.0,15.0,
473.46,200.31,1.0,25.0,
473.46,200.31,1.0,35.0,5305.270392362614
473.46,200.31,1.0,40.0,4218.878980804139
473.46,200.31,1.0,50.0,2210.302725720818
473.46,200.31,1.0,65.0,2114.5997675661606
473.46,200.31,1.0,90.0,1003.9884470234067
473.46,200.31,1.0,130.0,1107.4209573851458
473.46,200.31,1.0,200.0,875.642968521572
473.46,200.31,1.0,350.0,926.1974766197184
473.46,200.31,1.0,600.0,1047.1766433250436
473.46,200.31,2.0,5.0,
473.46,200.31,2.0,15.0,
473.46,200.31,2.0,25.0,717.77882080884
473.46,200.31,2.0,35.0,496.8876216332495
473.46,200.31,2.0,40.0,460.7615357167231
473.46,200.31,2.0,50.0,434.3879003622119
473.46,200.31,2.0,65.0,329.5864190006128
473.46,200.31,2.0,90.0,393.5089205860706
473.46,200.31,2.0,130.0,368.2481207622019
473.46,200.31,2.0,200.0,337.8060677080707
473.46,200.31,2.0,350.0,334.9687934458586
473.46,200.31,2.0,600.0,316.2506965685232
473.46,200.31,4.0,5.0,
473.46,200.31,4.0,15.0,275.1516170570129
473.46,200.31,4.0,25.0,142.95428914087856
473.46,200.31,4.0,35.0,123.22521268602036
473.46,200.31,4.0,40.0,111.44423510956943
473.46,200.31,4.0,50.0,102.16545770740578
473.46,200.31,4.0,65.0,95.09207744644812
473.46,200.31,4.0,90.0,96.79602065732134
473.46,200.31,4.0,130.0,106.45639532531612
473.46,200.31,4.0,200.0,110.75046268015447
473.46,200.31,4.0,350.0,104.40179931150784
473.46,200.31,4.0,600.0,91.5296162810764
473.46,200.31,8.0,5.0,179.33577029042584
473.46,200.31,8.0,15.0,58.35422639821104
473.46,200.31,8.0,25.0,44.99311589888941
473.46,200.31,8.0,35.0,39.77859996117265
473.46,200.31,8.0,40.0,46.92929351123907
473.46,200.31,8.0,50.0,43.55808759186081
473.46,200.31,8.0,65.0,33.45302266661435
473.46,200.31,8.0,90.0,40.45945617836984
473.46,200.31,8.0,130.0,41.951473975078294
473.46,200.31,8.0,200.0,34.87993050271937
473.46,200.31,8.0,350.0,40.73902264964726
473.46,200.31,8.0,600.0,31.6894575092575
475.77,202.62,0.5,5.0,
475.77,202.62,0.5,15.0,
475.77,202.62,0.5,25.0,
475.77,202.62,0.5,35.0,
475.77,202.62,0.5,40.0,
475.77,202.62,0.5,50.0,
475.77,202.62,0.5,65.0,48057.097883312366
475.77,202.62,0.5,90.0,10944.284507049879
475.77,202.62,0.5,130.0,5409.594731205084
475.77,202.62,0.5,200.0,4564.028449115126
475.77,202.62,0.5,350.0,2543.5900976848075
475.77,202.62,0.5,600.0,2826.1657585065986
475.77,202.62,1.0,5.0,
475.77,202.62,1.0,15.0,
475.77,202.62,1.0,25.0,
475.77,202.62,1.0,35.0,5726.839699688913
475.77,202.62,1.0,40.0,2911.868407605023
475.77,202.62,1.0,50.0,2379.21532032819
475.77,202.62,1.0,65.0,2142.458967747207
475.77,202.62,1.0,90.0,1074.9707284985038
475.77,202.62,1.0,130.0,980.262668221009
475.77,202.62,1.0,200.0,1042.0153937094403
475.77,202.62,1.0,350.0,1190.7699475839465
475.77,202.62,1.0,600.0,749.2052351508245
475.77,202.62,2.0,5.0,
475.77,202.62,2.0,15.0,
475.77,202.62,2.0,25.0,682.7078102336245
475.77,202.62,2.0,35.0,605.0017979891363
475.77,202.62,2.0,40.0,328.54064895180505
475.77,202.62,2.0,50.0,310.1125751688646
475.77,202.62,2.0,65.0,320.9367579058686
475.77,202.62,2.0,90.0,291.9708910801888
475.77,202.62,2.0,130.0,335.93353557496846
475.77,202.62,2.0,200.0,294.89852490607836
475.77,202.62,2.0,350.0,210.60390210963024
475.77,202.62,2.0,600.0,291.5029666049902
475.77,202.62,4.0,5.0,
475.77,202.62,4.0,15.0,165.85211732329154
475.77,202.62,4.0,25.0,156.40084185955766
475.77,202.62,4.0,35.0,104.75288610124728
475.77,202.62,4.0,40.0,101.16241116334382
475.77,202.62,4.0,50.0,115.38436452030042
475.77,202.62,4.0,65.0,114.6199048275956
475.77,202.62,4.0,90.0,105.51007710426825
475.77,202.62,4.0,130.0,74.52718865621627
475.77,202.62,4.0,200.0,101.8505520781146
475.77,202.62,4.0,350.0,79.13026933994509
475.77,202.62,4.0,600.0,94.86457832407247
475.77,202.62,8.0,5.0,112.88144292649132
475.77,202.62,8.0,15.0,49.8109225886943
475.77,202.62,8.0,25.0,36.420543173413186
475.77,202.62,8.0,35.0,32.28289044363071
475.77,202.62,8.0,40.0,42.910518732285475
475.77,202.62,8.0,50.0,39.16612105113409
475.77,202.62,8.0,65.0,33.81588947210724
475.77,202.62,8.0,90.0,45.32416510394549
475.77,202.62,8.0,130.0,33.675696785279015
475.77,202.62,8.0,200.0,35.77853224108754
475.77,202.62,8.0,350.0,36.77112934571575
475.77,202.62,8.0,600.0,32.038029446252004
478.08,204.93,0.5,5.0,
478.08,204.93,0.5,15.0,
478.08,204.93,0.5,25.0,
478.08,204.93,0.5,35.0,
478.08,204.93,0.5,40.0,
478.08,204.93,0.5,50.0,
478.08,204.93,0.5,65.0,37669.96734610499
478.08,204.93,0.5,90.0,7477.045968489184
478.08,204.93,0.5,130.0,4714.000042195229
478.08,204.93,0.5,200.0,4731.842650292216
478.08,204.93,0.5,350.0,2787.674336345458
478.08,204.93,0.5,600.0,2089.002792650531
478.08,204.93,1.0,5.0,
478.08,204.93,1.0,15.0,
478.08,204.93,1.0,25.0,
478.08,204.93,1.0,35.0,6801.220032756926
478.08,204.93,1.0,40.0,4473.830014971182
478.08,204.93,1.0,50.0,1795.0837108437559
478.08,204.93,1.0,65.0,1059.7836851407828
478.08,204.93,1.0,90.0,1092.4728823614257
478.08,204.93,1.0,130.0,950.2616952432503
478.08,204.93,1.0,200.0,872.4775705936905
478.08,204.93,1.0,350.0,706.2085184143704
478.08,204.93,1.0,600.0,876.1471524736402
478.08,204.93,2.0,5.0,
478.08,204.93,2.0,15.0,
478.08,204.93,2.0,25.0,634.9958320505275
478.08,204.93,2.0,35.0,328.35867818507614
478.08,204.93,2.0,40.0,417.1870723727794
478.08,204.93,2.0,50.0,456.33595799425365
478.08,204.93,2.0,65.0,313.1899612303554
478.08,204.93,2.0,90.0,267.8358732030766
478.08,204.93,2.0,130.0,259.8107384570793
478.08,204.93,2.0,200.0,278.35621809937396
478.08,204.93,2.0,350.0,189.20923738926317
478.08,204.93,2.0,600.0,246.81227080709235
478.08,204.93,4.0,5.0,
478.08,204.93,4.0,15.0,152.22939413678608
478.08,204.93,4.0,25.0,152.11847573859285
478.08,204.93,4.0,35.0,100.06771569281261
478.08,204.93,4.0,40.0,127.5659484282222
478.08,204.93,4.0,50.0,80.4606939955644
478.08,204.93,4.0,65.0,99.63386971020323
478.08,204.93,4.0,90.0,92.36354660664027
478.08,204.93,4.0,130.0,75.1794032353935
478.08,204.93,4.0,200.0,86.1113819311003
478.08,204.93,4.0,350.0,98.92384278579864
478.08,204.93,4.0,600.0,77.85288792162812
478.08,204.93,8.0,5.0,96.76976891277073
478.08,204.93,8.0,15.0,41.46635293038671
478.08,204.93,8.0,25.0,32.040160848235374
478.08,204.93,8.0,35.0,33.1755189084943
478.08,204.93,8.0,40.0,33.988987819831365
478.08,204.93,8.0,50.0,26.10034117828385
478.08,204.93,8.0,65.0,25.969151341243485
478.08,204.93,8.0,90.0,34.97747618953127
478.08,204.93,8.0,130.0,29.686644217319145
478.08,204.93,8.0,200.0,21.629346692764933
478.08,204.93,8.0,350.0,35.45744977190659
478.08,204.93,8.0,600.0,32.686421710124634
480.38,207.23,0.5,5.0,
480.38,207.23,0.5,15.0,
480.38,207.23,0.5,25.0,
480.38,207.23,0.5,35.0,
480.38,207.23,0.5,40.0,
480.38,207.23,0.5,50.0,
480.38,207.23,0.5,65.0,28159.994959379066
480.38,207.23,0.5,90.0,5936.513305611698
480.38,207.23,0.5,130.0,5075.599323662084
480.38,207.23,0.5,200.0,3629.561186679287
480.38,207.23,0.5,350.0,4159.840750206174
480.38,207.23,0.5,600.0,2853.148221963646
480.38,207.23,1.0,5.0,
480.38,207.23,1.0,15.0,
480.38,207.23,1.0,25.0,
480.38,207.23,1.0,35.0,5055.151385256924
480.38,207.23,1.0,40.0,2658.0621732593877
480.38,207.23,1.0,50.0,1925.429945977967
480.38,207.23,1.0,65.0,1389.7782026898226
480.38,207.23,1.0,90.0,1233.1428076929708
480.38,207.23,1.0,130.0,819.1467789403151
480.38,207.23,1.0,200.0,750.9246147848074
480.38,207.23,1.0,350.0,693.5644303127452
480.38,207.23,1.0,600.0,807.5548762187675
480.38,207.23,2.0,5.0,
480.38,207.23,2.0,15.0,
480.38,207.23,2.0,25.0,656.2155780048005
480.38,207.23,2.0,35.0,342.48647778747244
480.38,207.23,2.0,40.0,314.7346906804332
480.38,207.23,2.0,50.0,313.9485093709654
480.38,207.23,2.0,65.0,262.68156037378446
480.38,207.23,2.0,90.0,290.2005009907492
480.38,207.23,2.0,130.0,169.06414355010477
480.38,207.23,2.0,200.0,200.2162928585496
480.38,207.23,2.0,350.0,194.78232141716248
480.38,207.23,2.0,600.0,151.82170943983627
480.38,207.23,4.0,5.0,
480.38,207.23,4.0,15.0,124.73646677116108
480.38,207.23,4.0,25.0,89.74778600605083
480.38,207.23,4.0,35.0,88.99660212967571
480.38,207.23,4.0,40.0,104.81386686766356
480.38,207.23,4.0,50.0,81.72513985242722
480.38,207.23,4.0,65.0,69.79637651984336
480.38,207.23,4.0,90.0,77.95018960189984
480.38,207.23,4.0,130.0,89.5145601896969
480.38,207.23,4.0,200.0,64.67852451985738
480.38,207.23,4.0,350.0,64.24327803244697
480.38,207.23,4.0,600.0,79.35749981586832
480.38,207.23,8.0,5.0,107.73661364407933
480.38,207.23,8.0,15.0,40.91228228122781
480.38,207.23,8.0,25.0,32.69092292287227
480.38,207.23,8.0,35.0,34.64674475314253
480.38,207.23,8.0,40.0,26.306180140015247
480.38,207.23,8.0,50.0,30.04734745495783
480.38,207.23,8.0,65.0,28.629723475338963
480.38,207.23,8.0,90.0,24.210865451238675
480.38,207.23,8.0,130.0,22.677522423450927
480.38,207.23,8.0,200.0,31.45053227104193
480.38,207.23,8.0,350.0,26.702435589681585
480.38,207.23,8.0,600.0,24.036009770126054
482.69,209.54,0.5,5.0,
482.69,209.54,0.5,15.0,
482.69,209.54,0.5,25.0,
482.69,209.54,0.5,35.0,
482.69,209.54,0.5,40.0,
482.69,209.54,0.5,50.0,
482.69,209.54,0.5,65.0,27602.426689383716
482.69,209.54,0.5,90.0,7653.754354402491
482.69,209.54,0.5,130.0,2841.4364230262486
482.69,209.54,0.5,200.0,2458.5219005305844
482.69,209.54,0.5,350.0,2263.6995426310564
482.69,209.54,0.5,600.0,2979.9857574577313
482.69,209.54,1.0,5.0,
482.69,209.54,1.0,15.0,
482.69,209.54,1.0,25.0,
482.69,209.54,1.0,35.0,4445.922272982309
482.69,209.54,1.0,40.0,2732.128794751366
482.69,209.54,1.0,50.0,1282.6852479027332
482.69,209.54,1.0,65.0,955.8043550070835
482.69,209.54,1.0,90.0,976.6043257684622
482.69,209.54,1.0,130.0,798.3521808876816
482.69,209.54,1.0,200.0,777.6481462827699
482.69,209.54,1.0,350.0,647.3621825708199
482.69,209.54,1.0,600.0,668.1143013963119
482.69,209.54,2.0,5.0,
482.69,209.54,2.0,15.0,
482.69,209.54,2.0,25.0,479.52595093666946
482.69,209.54,2.0,35.0,368.3635342548369
482.69,209.54,2.0,40.0,338.2699653093426
482.69,209.54,2.0,50.0,209.86900783079415
482.69,209.54,2.0,65.0,173.82749514674046
482.69,209.54,2.0,90.0,261.2225655505184
482.69,209.54,2.0,130.0,253.040740436756
482.69,209.54,2.0,200.0,173.756954165673
482.69,209.54,2.0,350.0,148.05987174129567
482.69,209.54,2.0,600.0,194.99276400561322
482.69,209.54,4.0,5.0,
482.69,209.54,4.0,15.0,148.07541482151217
482.69,209.54,4.0,25.0,120.45339460803584
482.69,209.54,4.0,35.0,88.5489478089509
482.69,209.54,4.0,40.0,74.95070639334618
482.69,209.54,4.0,50.0,66.25415138611434
482.69,209.54,4.0,65.0,72.91313527758038
482.69,209.54,4.0,90.0,67.1595049166055
482.69,209.54,4.0,130.0,58.680766976770315
482.69,209.54,4.0,200.0,90.96577615088643
482.69,209.54,4.0,350.0,86.00328955547184
482.69,209.54,4.0,600.0,77.31862522203204
482.69,209.54,8.0,5.0,86.67272993263654
482.69,209.54,8.0,15.0,37.70932722336425
482.69,209.54,8.0,25.0,32.21510333122151
482.69,209.54,8.0,35.0,29.775414259753052
482.69,209.54,8.0,40.0,33.110894330514896
482.69,209.54,8.0,50.0,29.584178612965335
482.69,209.54,8.0,65.0,29.500229858512427
482.69,209.54,8.0,90.0,28.56173989010178
482.69,209.54,8.0,130.0,26.960196988523194
482.69,209.54,8.0,200.0,19.40166407866386
482.69,209.54,8.0,350.0,25.464561941338218
482.69,209.54,8.0,600.0,23.03035937597229
483.26,210.11,0.5,5.0,
483.26,210.11,0.5,15.0,
483.26,210.11,0.5,25.0,
483.26,210.11,0.5,35.0,
483.26,210.11,0.5,40.0,
483.26,210.11,0.5,50.0,
483.26,210.11,0.5,65.0,22478.80740856935
483.26,210.11,0.5,90.0,8088.833579514818
483.26,210.11,0.5,130.0,5042.93507192892
483.26,210.11,0.5,200.0,3669.8757010365402
483.26,210.11,0.5,350.0,2627.240360243921
483.26,210.11,0.5,600.0,2850.669965826515
483.26,210.11,1.0,5.0,
483.26,210.11,1.0,15.0,
483.26,210.11,1.0,25.0,
483.26,210.11,1.0,35.0,4152.148228368689
483.26,210.11,1.0,40.0,2441.5221388652344
483.26,210.11,1.0,50.0,1256.3086092417507
483.26,210.11,1.0,65.0,1167.0691705267654
483.26,210.11,1.0,90.0,896.2200693303416
483.26,210.11,1.0,130.0,633.1006697753851
483.26,210.11,1.0,200.0,691.2505588245505
483.26,210.11,1.0,350.0,639.9024370655802
483.26,210.11,1.0,600.0,816.1437208282412
483.26,210.11,2.0,5.0,
483.26,210.11,2.0,15.0,
483.26,210.11,2.0,25.0,520.833666877252
483.26,210.11,2.0,35.0,319.3669023612136
483.26,210.11,2.0,40.0,302.5751655952973
483.26,210.11,2.0,50.0,261.9922184767898
483.26,210.11,2.0,65.0,229.73699828876002
483.26,210.11,2.0,90.0,185.8547545940616
483.26,210.11,2.0,130.0,201.3314475293358
483.26,210.11,2.0,200.0,176.10049126070467
483.26,210.11,2.0,350.0,157.78972528275924
483.26,210.11,2.0,600.0,201.74591969023462
483.26,210.11,4.0,5.0,
483.26,210.11,4.0,15.0,132.82125165262087
483.26,210.11,4.0,25.0,68.43170149636717
483.26,210.11,4.0,35.0,78.25140099791243
483.26,210.11,4.0,40.0,89.49313736521198
483.26,210.11,4.0,50.0,86.36390847256938
483.26,210.11,4.0,65.0,82.56990110512999
483.26,210.11,4.0,90.0,68.71831311945193
483.26,210.11,4.0,130.0,58.54724256051085
483.26,210.11,4.0,200.0,55.30336523912838
483.26,210.11,4.0,350.0,67.39154767829285
483.26,210.11,4.0,600.0,67.13047807504717
483.26,210.11,8.0,5.0,117.39978900875137
483.26,210.11,8.0,15.0,38.04882115420402
483.26,210.11,8.0,25.0,27.90694864934161
483.26,210.11,8.0,35.0,22.485909887137623
483.26,210.11,8.0,40.0,25.451257836178293
483.26,210.11,8.0,50.0,27.024322748420058
483.26,210.11,8.0,65.0,24.910814239509982
483.26,210.11,8.0,90.0,23.151662229833132
483.26,210.11,8.0,130.0,25.878025877594617
483.26,210.11,8.0,200.0,22.863126836361452
483.26,210.11,8.0,350.0,22.259152375543977
483.26,210.11,8.0,600.0,25.51275748250996
485.0,211.85,0.5,5.0,
485.0,211.85,0.5,15.0,
485.0,211.85,0.5,25.0,
485.0,211.85,0.5,35.0,
485.0,211.85,0.5,40.0,
485.0,211.85,0.5,50.0,
485.0,211.85,0.5,65.0,23568.976555244582
485.0,211.85,0.5,90.0,5992.500501881398
485.0,211.85,0.5,130.0,3725.8709474473767
485.0,211.85,0.5,200.0,2318.7805392156984
485.0,211.85,0.5,350.0,2162.2446825619186
485.0,211.85,0.5,600.0,2654.636889901122
485.0,211.85,1.0,5.0,
485.0,211.85,1.0,15.0,
485.0,211.85,1.0,25.0,
485.0,211.85,1.0,35.0,3200.115833696606
485.0,211.85,1.0,40.0,1584.6839373138093
485.0,211.85,1.0,50.0,1029.0157305167409
485.0,211.85,1.0,65.0,1015.1074667173665
485.0,211.85,1.0,90.0,820.1167956464584
485.0,211.85,1.0,130.0,695.1076322850738
485.0,211.85,1.0,200.0,768.1549478836967
485.0,211.85,1.0,350.0,398.6289593272882
485.0,211.85,1.0,600.0,607.9103616314667
485.0,211.85,2.0,5.0,
485.0,211.85,2.0,15.0,
485.0,211.85,2.0,25.0,529.1095661672094
485.0,211.85,2.0,35.0,247.432481031467
485.0,211.85,2.0,40.0,253.08406851505273
485.0,211.85,2.0,50.0,213.66945626942942
485.0,211.85,2.0,65.0,190.35703211638062
485.0,211.85,2.0,90.0,191.3437069549951
485.0,211.85,2.0,130.0,234.49029059595773
485.0,211.85,2.0,200.0,238.4735995448001
485.0,211.85,2.0,350.0,166.35113186820513
485.0,211.85,2.0,600.0,228.55249189246675
485.0,211.85,4.0,5.0,
485.0,211.85,4.0,15.0,115.73835576718498
485.0,211.85,4.0,25.0,106.97306091552336
485.0,211.85,4.0,35.0,72.24157397755938
485.0,211.85,4.0,40.0,72.25102229902177
485.0,211.85,4.0,50.0,71.5351214415391
485.0,211.85,4.0,65.0,104.82358682337866
485.0,211.85,4.0,90.0,71.34681122343999
485.0,211.85,4.0,130.0,54.936731056587234
485.0,211.85,4.0,200.0,69.1597697128808
485.0,211.85,4.0,350.0,55.714200127450326
485.0,211.85,4.0,600.0,54.161194990885285
485.0,211.85,8.0,5.0,101.94737134447593
485.0,211.85,8.0,15.0,29.791319479110342
485.0,211.85,8.0,25.0,27.28064467526306
485.0,211.85,8.0,35.0,24.960600866772022
485.0,211.85,8.0,40.0,25.8109724329414
485.0,211.85,8.0,50.0,25.625259747571445
485.0,211.85,8.0,65.0,17.650260251139393
485.0,211.85,8.0,90.0,25.64677063504905
485.0,211.85,8.0,130.0,19.763555634277463
485.0,211.85,8.0,200.0,18.255297052462254
485.0,211.85,8.0,350.0,22.28430364512731
485.0,211.85,8.0,600.0,22.663119493399012
487.31,214.16,0.5,5.0,
487.31,214.16,0.5,15.0,
487.31,214.16,0.5,25.0,
487.31,214.16,0.5,35.0,
487.31,214.16,0.5,40.0,
487.31,214.16,0.5,50.0,
487.31,214.16,0.5,65.0,20179.22775385576
487.31,214.16,0.5,90.0,5853.251863114518
487.31,214.16,0.5,130.0,2615.4685177911565
487.31,214.16,0.5,200.0,2314.893530056401
487.31,214.16,0.5,350.0,1904.1799144423278
487.31,214.16,0.5,600.0,1900.4728785022917
487.31,214.16,1.0,5.0,
487.31,214.16,1.0,15.0,
487.31,214.16,1.0,25.0,
487.31,214.16,1.0,35.0,3552.949367294451
487.31,214.16,1.0,40.0,1673.8873789148154
487.31,214.16,1.0,50.0,1356.58621492023
487.31,214.16,1.0,65.0,912.586720524653
487.31,214.16,1.0,90.0,549.7517010129537
487.31,214.16,1.0,130.0,471.7122226570955
487.31,214.16,1.0,200.0,571.6143719072616
487.31,214.16,1.0,350.0,515.0482648859999
487.31,214.16,1.0,600.0,504.5030224855342
487.31,214.16,2.0,5.0,
487.31,214.16,2.0,15.0,
487.31,214.16,2.0,25.0,372.87077821906144
487.31,214.16,2.0,35.0,271.1272644045788
487.31,214.16,2.0,40.0,276.2454073889257
487.31,214.16,2.0,50.0,181.117821306243
487.31,214.16,2.0,65.0,163.31928404185481
487.31,214.16,2.0,90.0,152.5452899514975
487.31,214.16,2.0,130.0,176.81047201472074
487.31,214.16,2.0,200.0,195.16438538294872
487.31,214.16,2.0,350.0,146.67808156336076
487.31,214.16,2.0,600.0,105.55175364341267
487.31,214.16,4.0,5.0,
487.31,214.16,4.0,15.0,79.74596767369765
487.31,214.16,4.0,25.0,64.9110169923319
487.31,214.16,4.0,35.0,60.267961903797286
487.31,214.16,4.0,40.0,59.6013960719516
487.31,214.16,4.0,50.0,60.922588975353264
487.31,214.16,4.0,65.0,55.54193381001595
487.31,214.16,4.0,90.0,65.74017601698401
487.31,214.16,4.0,130.0,49.36880523482351
487.31,214.16,4.0,200.0,47.00112069648432
487.31,214.16,4.0,350.0,56.531090135314436
487.31,214.16,4.0,600.0,41.41033133488649
487.31,214.16,8.0,5.0,84.35800900755518
487.31,214.16,8.0,15.0,26.9339261539088
487.31,214.16,8.0,25.0,22.890550724379526
487.31,214.16,8.0,35.0,28.272560443473864
487.31,214.16,8.0,40.0,19.993967304737755
487.31,214.16,8.0,50.0,29.292394364377994
487.31,214.16,8.0,65.0,20.408068561158395
487.31,214.16,8.0,90.0,17.138523825786777
487.31,214.16,8.0,130.0,20.698887538386987
487.31,214.16,8.0,200.0,17.25001248264364
487.31,214.16,8.0,350.0,17.963292265670646
487.31,214.16,8.0,600.0,21.245524157158638
489.62,216.47,0.5,5.0,
489.62,216.47,0.5,15.0,
489.62,216.47,0.5,25.0,
489.62,216.47,0.5,35.0,
489.62,216.47,0.5,40.0,
489.62,216.47,0.5,50.0,
489.62,216.47,0.5,65.0,21780.47602425767
489.62,216.47,0.5,90.0,4212.3236704833425
489.62,216.47,0.5,130.0,3319.709511939592
489.62,216.47,0.5,200.0,2619.6177499813994
489.62,216.47,0.5,350.0,2307.6387082846027
489.62,216.47,0.5,600.0,1854.2862094533045
489.62,216.47,1.0,5.0,
489.62,216.47,1.0,15.0,
489.62,216.47,1.0,25.0,
489.62,216.47,1.0,35.0,3741.3994254758436
489.62,216.47,1.0,40.0,1314.1760094296842
489.62,216.47,1.0,50.0,1038.3573705240747
489.62,216.47,1.0,65.0,710.3650284142435
489.62,216.47,1.0,90.0,665.2344465752828
489.62,216.47,1.0,130.0,519.796518322965
489.62,216.47,1.0,200.0,499.8888609892828
489.62,216.47,1.0,350.0,631.898596822684
489.62,216.47,1.0,600.0,447.0300719526299
489.62,216.47,2.0,5.0,
489.62,216.47,2.0,15.0,
489.62,216.47,2.0,25.0,356.5573603821
489.62,216.47,2.0,35.0,226.53759978077306
489.62,216.47,2.0,40.0,216.91296032547464
489.62,216.47,2.0,50.0,191.6580878627399
489.62,216.47,2.0,65.0,186.3726978030419
489.62,216.47,2.0,90.0,191.56999160835232
489.62,216.47,2.0,130.0,193.99782892242902
489.62,216.47,2.0,200.0,151.79639250689993
489.62,216.47,2.0,350.0,152.98963923942165
489.62,216.47,2.0,600.0,115.67952795048916
489.62,216.47,4.0,5.0,
489.62,216.47,4.0,15.0,90.9455144910364
489.62,216.47,4.0,25.0,75.79355630123409
489.62,216.47,4.0,35.0,66.77656988057129
489.62,216.47,4.0,40.0,58.53797803866177
489.62,216.47,4.0,50.0,61.915647814518934
489.62,216.47,4.0,65.0,56.06502874305165
489.62,216.47,4.0,90.0,60.18073183366956
489.62,216.47,4.0,130.0,51.066168336104155
489.62,216.47,4.0,200.0,45.38407994876516
489.62,216.47,4.0,350.0,49.51781983540078
489.62,216.47,4.0,600.0,30.062680198411307
489.62,216.47,8.0,5.0,75.41799053858375
489.62,216.47,8.0,15.0,13.73213593864444
489.62,216.47,8.0,25.0,16.172593408326787
489.62,216.47,8.0,35.0,21.336358764686004
489.62,216.47,8.0,40.0,21.102427888881955
489.62,216.47,8.0,50.0,16.166090197156056
489.62,216.47,8.0,65.0,16.978141803499437
489.62,216.47,8.0,90.0,22.815939418170327
489.62,216.47,8.0,130.0,17.0471747953518
489.62,216.47,8.0,200.0,25.398361981532318
489.62,216.47,8.0,350.0,17.98976068648635
489.62,216.47,8.0,600.0,19.044791761169527
491.92,218.77,0.5,5.0,
491.92,218.77,0.5,15.0,
491.92,218.77,0.5,25.0,
491.92,218.77,0.5,35.0,
491.92,218.77,0.5,40.0,
491.92,218.77,0.5,50.0,
491.92,218.77,0.5,65.0,22868.27174128225
491.92,218.77,0.5,90.0,4222.959878636375
491.92,218.77,0.5,130.0,2205.5072558228585
491.92,218.77,0.5,200.0,1939.607717813667
491.92,218.77,0.5,350.0,1656.953276177491
491.92,218.77,0.5,600.0,1249.7195760157895
491.92,218.77,1.0,5.0,
491.92,218.77,1.0,15.0,
491.92,218.77,1.0,25.0,
491.92,218.77,1.0,35.0,2627.7112455370393
491.92,218.77,1.0,40.0,1395.9056653939158
491.92,218.77,1.0,50.0,1120.2168420676358
491.92,218.77,1.0,65.0,728.1915623071594
491.92,218.77,1.0,90.0,560.8081704117384
491.92,218.77,1.0,130.0,499.08186178014523
491.92,218.77,1.0,200.0,474.5278887479059
491.92,218.77,1.0,350.0,467.9996030479674
491.92,218.77,1.0,600.0,353.4244063949639
491.92,218.77,2.0,5.0,
491.92,218.77,2.0,15.0,
491.92,218.77,2.0,25.0,256.6544813326639
491.92,218.77,2.0,35.0,247.89266076861045
491.92,218.77,2.0,40.0,180.5181381625352
491.92,218.77,2.0,50.0,138.63253407465902
491.92,218.77,2.0,65.0,166.769785865098
491.92,218.77,2.0,90.0,154.3936006930534
