T_K,T_C,J_MA_cm2,L_um,jL_product_A_cm,immortal,MTTF_hours,Ea_eff_eV_ground_truth,n_eff_ground_truth,blech_boost_ground_truth
478.08,204.93,0.5,15.0,750.0,True,,0.9686,1.8696,
478.08,204.93,0.5,25.0,1250.0,True,,0.9686,1.8696,
478.08,204.93,0.5,35.0,1750.0,True,,0.9686,1.8696,
478.08,204.93,0.5,40.0,2000.0,True,,0.9686,1.8696,
478.08,204.93,0.5,50.0,2500.0,True,,0.9686,1.8696,
478.08,204.93,0.5,65.0,3250.0,False,37669.96734610499,0.9686,1.8696,13.0
478.08,204.93,0.5,90.0,4500.0,False,7477.045968489184,0.9686,1.8696,3.0
478.08,204.93,0.5,130.0,6500.0,False,4714.000042195229,0.9686,1.8696,1.8571
478.08,204.93,0.5,200.0,10000.0,False,4731.842650292216,0.9686,1.8696,1.4286
478.08,204.93,0.5,350.0,17500.0,False,2787.674336345458,0.9686,1.8696,1.2069
478.08,204.93,0.5,600.0,30000.0,False,2089.002792650531,0.9686,1.8696,1.1111
478.08,204.93,1.0,5.0,500.0,True,,0.9686,1.7692,
478.08,204.93,1.0,15.0,1500.0,True,,0.9686,1.7692,
478.08,204.93,1.0,25.0,2500.0,True,,0.9686,1.7692,
478.08,204.93,1.0,35.0,3500.0,False,6801.220032756926,0.9686,1.7692,7.0
478.08,204.93,1.0,40.0,4000.0,False,4473.830014971182,0.9686,1.7692,4.0
478.08,204.93,1.0,50.0,5000.0,False,1795.0837108437559,0.9686,1.7692,2.5
478.08,204.93,1.0,65.0,6500.0,False,1059.7836851407828,0.9686,1.7692,1.8571
478.08,204.93,1.0,90.0,9000.0,False,1092.4728823614257,0.9686,1.7692,1.5
478.08,204.93,1.0,130.0,13000.0,False,950.2616952432503,0.9686,1.7692,1.3
478.08,204.93,1.0,200.0,20000.0,False,872.4775705936905,0.9686,1.7692,1.1765
478.08,204.93,1.0,350.0,35000.0,False,706.2085184143704,0.9686,1.7692,1.0938
478.08,204.93,1.0,600.0,60000.0,False,876.1471524736402,0.9686,1.7692,1.0526
478.08,204.93,2.0,5.0,1000.0,True,,0.9686,1.625,
478.08,204.93,2.0,15.0,3000.0,True,,0.9686,1.625,
478.08,204.93,2.0,25.0,5000.0,False,634.9958320505275,0.9686,1.625,2.5
478.08,204.93,2.0,35.0,7000.0,False,328.35867818507614,0.9686,1.625,1.75
478.08,204.93,2.0,40.0,8000.0,False,417.1870723727794,0.9686,1.625,1.6
478.08,204.93,2.0,50.0,10000.0,False,456.33595799425365,0.9686,1.625,1.4286
478.08,204.93,2.0,65.0,13000.0,False,313.1899612303554,0.9686,1.625,1.3
478.08,204.93,2.0,90.0,18000.0,False,267.8358732030766,0.9686,1.625,1.2
478.08,204.93,2.0,130.0,26000.0,False,259.8107384570793,0.9686,1.625,1.1304
478.08,204.93,2.0,200.0,40000.0,False,278.35621809937396,0.9686,1.625,1.0811
478.08,204.93,2.0,350.0,70000.0,False,189.20923738926317,0.9686,1.625,1.0448
478.08,204.93,2.0,600.0,120000.0,False,246.81227080709235,0.9686,1.625,1.0256
478.08,204.93,4.0,5.0,2000.0,True,,0.9686,1.4545,
478.08,204.93,4.0,15.0,6000.0,False,152.22939413678608,0.9686,1.4545,2.0
478.08,204.93,4.0,25.0,10000.0,False,152.11847573859285,0.9686,1.4545,1.4286
478.08,204.93,4.0,35.0,14000.0,False,100.06771569281261,0.9686,1.4545,1.2727
478.08,204.93,4.0,40.0,16000.0,False,127.5659484282222,0.9686,1.4545,1.2308
478.08,204.93,4.0,50.0,20000.0,False,80.4606939955644,0.9686,1.4545,1.1765
478.08,204.93,4.0,65.0,26000.0,False,99.63386971020323,0.9686,1.4545,1.1304
478.08,204.93,4.0,90.0,36000.0,False,92.36354660664027,0.9686,1.4545,1.0909
478.08,204.93,4.0,130.0,52000.0,False,75.1794032353935,0.9686,1.4545,1.0612
478.08,204.93,4.0,200.0,80000.0,False,86.1113819311003,0.9686,1.4545,1.039
478.08,204.93,4.0,350.0,140000.0,False,98.92384278579864,0.9686,1.4545,1.0219
478.08,204.93,4.0,600.0,240000.0,False,77.85288792162812,0.9686,1.4545,1.0127
478.08,204.93,8.0,5.0,4000.0,False,96.76976891277073,0.9686,1.2941,4.0
478.08,204.93,8.0,15.0,12000.0,False,41.46635293038671,0.9686,1.2941,1.3333
478.08,204.93,8.0,25.0,20000.0,False,32.040160848235374,0.9686,1.2941,1.1765
478.08,204.93,8.0,35.0,28000.0,False,33.1755189084943,0.9686,1.2941,1.12
478.08,204.93,8.0,40.0,32000.0,False,33.988987819831365,0.9686,1.2941,1.1034
478.08,204.93,8.0,50.0,40000.0,False,26.10034117828385,0.9686,1.2941,1.0811
478.08,204.93,8.0,65.0,52000.0,False,25.969151341243485,0.9686,1.2941,1.0612
478.08,204.93,8.0,90.0,72000.0,False,34.97747618953127,0.9686,1.2941,1.0435
478.08,204.93,8.0,130.0,104000.0,False,29.686644217319145,0.9686,1.2941,1.0297
478.08,204.93,8.0,200.0,160000.0,False,21.629346692764933,0.9686,1.2941,1.0191
478.08,204.93,8.0,350.0,280000.0,False,35.45744977190659,0.9686,1.2941,1.0108
478.08,204.93,8.0,600.0,480000.0,False,32.686421710124634,0.9686,1.2941,1.0063
480.38,207.23,0.5,5.0,250.0,True,,0.9732,1.8696,
480.38,207.23,0.5,15.0,750.0,True,,0.9732,1.8696,
480.38,207.23,0.5,25.0,1250.0,True,,0.9732,1.8696,
480.38,207.23,0.5,35.0,1750.0,True,,0.9732,1.8696,
480.38,207.23,0.5,40.0,2000.0,True,,0.9732,1.8696,
480.38,207.23,0.5,50.0,2500.0,True,,0.9732,1.8696,
480.38,207.23,0.5,65.0,3250.0,False,28159.994959379066,0.9732,1.8696,13.0
480.38,207.23,0.5,90.0,4500.0,False,5936.513305611698,0.9732,1.8696,3.0
480.38,207.23,0.5,130.0,6500.0,False,5075.599323662084,0.9732,1.8696,1.8571
480.38,207.23,0.5,200.0,10000.0,False,3629.561186679287,0.9732,1.8696,1.4286
480.38,207.23,0.5,350.0,17500.0,False,4159.840750206174,0.9732,1.8696,1.2069
480.38,207.23,0.5,600.0,30000.0,False,2853.148221963646,0.9732,1.8696,1.1111
480.38,207.23,1.0,5.0,500.0,True,,0.9732,1.7692,
480.38,207.23,1.0,15.0,1500.0,True,,0.9732,1.7692,
480.38,207.23,1.0,25.0,2500.0,True,,0.9732,1.7692,
480.38,207.23,1.0,35.0,3500.0,False,5055.151385256924,0.9732,1.7692,7.0
480.38,207.23,1.0,40.0,4000.0,False,2658.0621732593877,0.9732,1.7692,4.0
480.38,207.23,1.0,50.0,5000.0,False,1925.429945977967,0.9732,1.7692,2.5
480.38,207.23,1.0,65.0,6500.0,False,1389.7782026898226,0.9732,1.7692,1.8571
480.38,207.23,1.0,90.0,9000.0,False,1233.1428076929708,0.9732,1.7692,1.5
480.38,207.23,1.0,130.0,13000.0,False,819.1467789403151,0.9732,1.7692,1.3
480.38,207.23,1.0,200.0,20000.0,False,750.9246147848074,0.9732,1.7692,1.1765
480.38,207.23,1.0,350.0,35000.0,False,693.5644303127452,0.9732,1.7692,1.0938
480.38,207.23,1.0,600.0,60000.0,False,807.5548762187675,0.9732,1.7692,1.0526
480.38,207.23,2.0,5.0,1000.0,True,,0.9732,1.625,
480.38,207.23,2.0,15.0,3000.0,True,,0.9732,1.625,
480.38,207.23,2.0,25.0,5000.0,False,656.2155780048005,0.9732,1.625,2.5
480.38,207.23,2.0,35.0,7000.0,False,342.48647778747244,0.9732,1.625,1.75
480.38,207.23,2.0,40.0,8000.0,False,314.7346906804332,0.9732,1.625,1.6
480.38,207.23,2.0,50.0,10000.0,False,313.9485093709654,0.9732,1.625,1.4286
480.38,207.23,2.0,65.0,13000.0,False,262.68156037378446,0.9732,1.625,1.3
480.38,207.23,2.0,90.0,18000.0,False,290.2005009907492,0.9732,1.625,1.2
480.38,207.23,2.0,130.0,26000.0,False,169.06414355010477,0.9732,1.625,1.1304
480.38,207.23,2.0,200.0,40000.0,False,200.2162928585496,0.9732,1.625,1.0811
480.38,207.23,2.0,350.0,70000.0,False,194.78232141716248,0.9732,1.625,1.0448
480.38,207.23,2.0,600.0,120000.0,False,151.82170943983627,0.9732,1.625,1.0256
480.38,207.23,4.0,5.0,2000.0,True,,0.9732,1.4545,
480.38,207.23,4.0,15.0,6000.0,False,124.73646677116108,0.9732,1.4545,2.0
480.38,207.23,4.0,25.0,10000.0,False,89.74778600605083,0.9732,1.4545,1.4286
480.38,207.23,4.0,35.0,14000.0,False,88.99660212967571,0.9732,1.4545,1.2727
480.38,207.23,4.0,40.0,16000.0,False,104.81386686766356,0.9732,1.4545,1.2308
480.38,207.23,4.0,50.0,20000.0,False,81.72513985242722,0.9732,1.4545,1.1765
480.38,207.23,4.0,65.0,26000.0,False,69.79637651984336,0.9732,1.4545,1.1304
480.38,207.23,4.0,90.0,36000.0,False,77.95018960189984,0.9732,1.4545,1.0909
480.38,207.23,4.0,130.0,52000.0,False,89.5145601896969,0.9732,1.4545,1.0612
480.38,207.23,4.0,200.0,80000.0,False,64.67852451985738,0.9732,1.4545,1.039
480.38,207.23,4.0,350.0,140000.0,False,64.24327803244697,0.9732,1.4545,1.0219
480.38,207.23,4.0,600.0,240000.0,False,79.35749981586832,0.9732,1.4545,1.0127
480.38,207.23,8.0,5.0,4000.0,False,107.73661364407933,0.9732,1.2941,4.0
480.38,207.23,8.0,15.0,12000.0,False,40.91228228122781,0.9732,1.2941,1.3333
480.38,207.23,8.0,25.0,20000.0,False,32.69092292287227,0.9732,1.2941,1.1765
480.38,207.23,8.0,35.0,28000.0,False,34.64674475314253,0.9732,1.2941,1.12
480.38,207.23,8.0,40.0,32000.0,False,26.306180140015247,0.9732,1.2941,1.1034
480.38,207.23,8.0,50.0,40000.0,False,30.04734745495783,0.9732,1.2941,1.0811
480.38,207.23,8.0,65.0,52000.0,False,28.629723475338963,0.9732,1.2941,1.0612
480.38,207.23,8.0,90.0,72000.0,False,24.210865451238675,0.9732,1.2941,1.0435
480.38,207.23,8.0,130.0,104000.0,False,22.677522423450927,0.9732,1.2941,1.0297
480.38,207.23,8.0,200.0,160000.0,False,31.45053227104193,0.9732,1.2941,1.0191
480.38,207.23,8.0,350.0,280000.0,False,26.702435589681585,0.9732,1.2941,1.0108
480.38,207.23,8.0,600.0,480000.0,False,24.036009770126054,0.9732,1.2941,1.0063
482.69,209.54,0.5,5.0,250.0,True,,0.9777,1.8696,
482.69,209.54,0.5,15.0,750.0,True,,0.9777,1.8696,
482.69,209.54,0.5,25.0,1250.0,True,,0.9777,1.8696,
482.69,209.54,0.5,35.0,1750.0,True,,0.9777,1.8696,
482.69,209.54,0.5,40.0,2000.0,True,,0.9777,1.8696,
482.69,209.54,0.5,50.0,2500.0,True,,0.9777,1.8696,
482.69,209.54,0.5,65.0,3250.0,False,27602.426689383716,0.9777,1.8696,13.0
482.69,209.54,0.5,90.0,4500.0,False,7653.754354402491,0.9777,1.8696,3.0
482.69,209.54,0.5,130.0,6500.0,False,2841.4364230262486,0.9777,1.8696,1.8571
482.69,209.54,0.5,200.0,10000.0,False,2458.5219005305844,0.9777,1.8696,1.4286
482.69,209.54,0.5,350.0,17500.0,False,2263.6995426310564,0.9777,1.8696,1.2069
482.69,209.54,0.5,600.0,30000.0,False,2979.9857574577313,0.9777,1.8696,1.1111
482.69,209.54,1.0,5.0,500.0,True,,0.9777,1.7692,
482.69,209.54,1.0,15.0,1500.0,True,,0.9777,1.7692,
482.69,209.54,1.0,25.0,2500.0,True,,0.9777,1.7692,
482.69,209.54,1.0,35.0,3500.0,False,4445.922272982309,0.9777,1.7692,7.0
482.69,209.54,1.0,40.0,4000.0,False,2732.128794751366,0.9777,1.7692,4.0
482.69,209.54,1.0,50.0,5000.0,False,1282.6852479027332,0.9777,1.7692,2.5
482.69,209.54,1.0,65.0,6500.0,False,955.8043550070835,0.9777,1.7692,1.8571
482.69,209.54,1.0,90.0,9000.0,False,976.6043257684622,0.9777,1.7692,1.5
482.69,209.54,1.0,130.0,13000.0,False,798.3521808876816,0.9777,1.7692,1.3
482.69,209.54,1.0,200.0,20000.0,False,777.6481462827699,0.9777,1.7692,1.1765
482.69,209.54,1.0,350.0,35000.0,False,647.3621825708199,0.9777,1.7692,1.0938
482.69,209.54,1.0,600.0,60000.0,False,668.1143013963119,0.9777,1.7692,1.0526
482.69,209.54,2.0,5.0,1000.0,True,,0.9777,1.625,
482.69,209.54,2.0,15.0,3000.0,True,,0.9777,1.625,
482.69,209.54,2.0,25.0,5000.0,False,479.52595093666946,0.9777,1.625,2.5
482.69,209.54,2.0,35.0,7000.0,False,368.3635342548369,0.9777,1.625,1.75
482.69,209.54,2.0,40.0,8000.0,False,338.2699653093426,0.9777,1.625,1.6
482.69,209.54,2.0,50.0,10000.0,False,209.86900783079415,0.9777,1.625,1.4286
482.69,209.54,2.0,65.0,13000.0,False,173.82749514674046,0.9777,1.625,1.3
482.69,209.54,2.0,90.0,18000.0,False,261.2225655505184,0.9777,1.625,1.2
482.69,209.54,2.0,130.0,26000.0,False,253.040740436756,0.9777,1.625,1.1304
482.69,209.54,2.0,200.0,40000.0,False,173.756954165673,0.9777,1.625,1.0811
482.69,209.54,2.0,350.0,70000.0,False,148.05987174129567,0.9777,1.625,1.0448
482.69,209.54,2.0,600.0,120000.0,False,194.99276400561322,0.9777,1.625,1.0256
482.69,209.54,4.0,5.0,2000.0,True,,0.9777,1.4545,
482.69,209.54,4.0,15.0,6000.0,False,148.07541482151217,0.9777,1.4545,2.0
482.69,209.54,4.0,25.0,10000.0,False,120.45339460803584,0.9777,1.4545,1.4286
482.69,209.54,4.0,35.0,14000.0,False,88.5489478089509,0.9777,1.4545,1.2727
482.69,209.54,4.0,40.0,16000.0,False,74.95070639334618,0.9777,1.4545,1.2308
482.69,209.54,4.0,50.0,20000.0,False,66.25415138611434,0.9777,1.4545,1.1765
482.69,209.54,4.0,65.0,26000.0,False,72.91313527758038,0.9777,1.4545,1.1304
482.69,209.54,4.0,90.0,36000.0,False,67.1595049166055,0.9777,1.4545,1.0909
482.69,209.54,4.0,130.0,52000.0,False,58.680766976770315,0.9777,1.4545,1.0612
482.69,209.54,4.0,200.0,80000.0,False,90.96577615088643,0.9777,1.4545,1.039
482.69,209.54,4.0,350.0,140000.0,False,86.00328955547184,0.9777,1.4545,1.0219
482.69,209.54,4.0,600.0,240000.0,False,77.31862522203204,0.9777,1.4545,1.0127
482.69,209.54,8.0,5.0,4000.0,False,86.67272993263654,0.9777,1.2941,4.0
482.69,209.54,8.0,15.0,12000.0,False,37.70932722336425,0.9777,1.2941,1.3333
482.69,209.54,8.0,25.0,20000.0,False,32.21510333122151,0.9777,1.2941,1.1765
482.69,209.54,8.0,35.0,28000.0,False,29.775414259753052,0.9777,1.2941,1.12
482.69,209.54,8.0,40.0,32000.0,False,33.110894330514896,0.9777,1.2941,1.1034
482.69,209.54,8.0,50.0,40000.0,False,29.584178612965335,0.9777,1.2941,1.0811
482.69,209.54,8.0,65.0,52000.0,False,29.500229858512427,0.9777,1.2941,1.0612
482.69,209.54,8.0,90.0,72000.0,False,28.56173989010178,0.9777,1.2941,1.0435
482.69,209.54,8.0,130.0,104000.0,False,26.960196988523194,0.9777,1.2941,1.0297
482.69,209.54,8.0,200.0,160000.0,False,19.40166407866386,0.9777,1.2941,1.0191
482.69,209.54,8.0,350.0,280000.0,False,25.464561941338218,0.9777,1.2941,1.0108
482.69,209.54,8.0,600.0,480000.0,False,23.03035937597229,0.9777,1.2941,1.0063
483.26,210.11,0.5,5.0,250.0,True,,0.9788,1.8696,
483.26,210.11,0.5,15.0,750.0,True,,0.9788,1.8696,
483.26,210.11,0.5,25.0,1250.0,True,,0.9788,1.8696,
483.26,210.11,0.5,35.0,1750.0,True,,0.9788,1.8696,
483.26,210.11,0.5,40.0,2000.0,True,,0.9788,1.8696,
483.26,210.11,0.5,50.0,2500.0,True,,0.9788,1.8696,
483.26,210.11,0.5,65.0,3250.0,False,22478.80740856935,0.9788,1.8696,13.0
483.26,210.11,0.5,90.0,4500.0,False,8088.833579514818,0.9788,1.8696,3.0
483.26,210.11,0.5,130.0,6500.0,False,5042.93507192892,0.9788,1.8696,1.8571
483.26,210.11,0.5,200.0,10000.0,False,3669.8757010365402,0.9788,1.8696,1.4286
483.26,210.11,0.5,350.0,17500.0,False,2627.240360243921,0.9788,1.8696,1.2069
483.26,210.11,0.5,600.0,30000.0,False,2850.669965826515,0.9788,1.8696,1.1111
483.26,210.11,1.0,5.0,500.0,True,,0.9788,1.7692,
483.26,210.11,1.0,15.0,1500.0,True,,0.9788,1.7692,
483.26,210.11,1.0,25.0,2500.0,True,,0.9788,1.7692,
483.26,210.11,1.0,35.0,3500.0,False,4152.148228368689,0.9788,1.7692,7.0
483.26,210.11,1.0,40.0,4000.0,False,2441.5221388652344,0.9788,1.7692,4.0
483.26,210.11,1.0,50.0,5000.0,False,1256.3086092417507,0.9788,1.7692,2.5
483.26,210.11,1.0,65.0,6500.0,False,1167.0691705267654,0.9788,1.7692,1.8571
483.26,210.11,1.0,90.0,9000.0,False,896.2200693303416,0.9788,1.7692,1.5
483.26,210.11,1.0,130.0,13000.0,False,633.1006697753851,0.9788,1.7692,1.3
483.26,210.11,1.0,200.0,20000.0,False,691.2505588245505,0.9788,1.7692,1.1765
483.26,210.11,1.0,350.0,35000.0,False,639.9024370655802,0.9788,1.7692,1.0938
483.26,210.11,1.0,600.0,60000.0,False,816.1437208282412,0.9788,1.7692,1.0526
483.26,210.11,2.0,5.0,1000.0,True,,0.9788,1.625,
483.26,210.11,2.0,15.0,3000.0,True,,0.9788,1.625,
483.26,210.11,2.0,25.0,5000.0,False,520.833666877252,0.9788,1.625,2.5
483.26,210.11,2.0,35.0,7000.0,False,319.3669023612136,0.9788,1.625,1.75
483.26,210.11,2.0,40.0,8000.0,False,302.5751655952973,0.9788,1.625,1.6
483.26,210.11,2.0,50.0,10000.0,False,261.9922184767898,0.9788,1.625,1.4286
483.26,210.11,2.0,65.0,13000.0,False,229.73699828876002,0.9788,1.625,1.3
483.26,210.11,2.0,90.0,18000.0,False,185.8547545940616,0.9788,1.625,1.2
483.26,210.11,2.0,130.0,26000.0,False,201.3314475293358,0.9788,1.625,1.1304
483.26,210.11,2.0,200.0,40000.0,False,176.10049126070467,0.9788,1.625,1.0811
483.26,210.11,2.0,350.0,70000.0,False,157.78972528275924,0.9788,1.625,1.0448
483.26,210.11,2.0,600.0,120000.0,False,201.74591969023462,0.9788,1.625,1.0256
483.26,210.11,4.0,5.0,2000.0,True,,0.9788,1.4545,
483.26,210.11,4.0,15.0,6000.0,False,132.82125165262087,0.9788,1.4545,2.0
483.26,210.11,4.0,25.0,10000.0,False,68.43170149636717,0.9788,1.4545,1.4286
483.26,210.11,4.0,35.0,14000.0,False,78.25140099791243,0.9788,1.4545,1.2727
483.26,210.11,4.0,40.0,16000.0,False,89.49313736521198,0.9788,1.4545,1.2308
483.26,210.11,4.0,50.0,20000.0,False,86.36390847256938,0.9788,1.4545,1.1765
483.26,210.11,4.0,65.0,26000.0,False,82.56990110512999,0.9788,1.4545,1.1304
483.26,210.11,4.0,90.0,36000.0,False,68.71831311945193,0.9788,1.4545,1.0909
483.26,210.11,4.0,130.0,52000.0,False,58.54724256051085,0.9788,1.4545,1.0612
483.26,210.11,4.0,200.0,80000.0,False,55.30336523912838,0.9788,1.4545,1.039
483.26,210.11,4.0,350.0,140000.0,False,67.39154767829285,0.9788,1.4545,1.0219
483.26,210.11,4.0,600.0,240000.0,False,67.13047807504717,0.9788,1.4545,1.0127
483.26,210.11,8.0,5.0,4000.0,False,117.39978900875137,0.9788,1.2941,4.0
483.26,210.11,8.0,15.0,12000.0,False,38.04882115420402,0.9788,1.2941,1.3333
483.26,210.11,8.0,25.0,20000.0,False,27.90694864934161,0.9788,1.2941,1.1765
483.26,210.11,8.0,35.0,28000.0,False,22.485909887137623,0.9788,1.2941,1.12
483.26,210.11,8.0,40.0,32000.0,False,25.451257836178293,0.9788,1.2941,1.1034
483.26,210.11,8.0,50.0,40000.0,False,27.024322748420058,0.9788,1.2941,1.0811
483.26,210.11,8.0,65.0,52000.0,False,24.910814239509982,0.9788,1.2941,1.0612
483.26,210.11,8.0,90.0,72000.0,False,23.151662229833132,0.9788,1.2941,1.0435
483.26,210.11,8.0,130.0,104000.0,False,25.878025877594617,0.9788,1.2941,1.0297
483.26,210.11,8.0,200.0,160000.0,False,22.863126836361452,0.9788,1.2941,1.0191
483.26,210.11,8.0,350.0,280000.0,False,22.259152375543977,0.9788,1.2941,1.0108
483.26,210.11,8.0,600.0,480000.0,False,25.51275748250996,0.9788,1.2941,1.0063
485.0,211.85,0.5,5.0,250.0,True,,0.9822,1.8696,
485.0,211.85,0.5,15.0,750.0,True,,0.9822,1.8696,
485.0,211.85,0.5,25.0,1250.0,True,,0.9822,1.8696,
485.0,211.85,0.5,35.0,1750.0,True,,0.9822,1.8696,
485.0,211.85,0.5,40.0,2000.0,True,,0.9822,1.8696,
485.0,211.85,0.5,50.0,2500.0,True,,0.9822,1.8696,
485.0,211.85,0.5,65.0,3250.0,False,23568.976555244582,0.9822,1.8696,13.0
485.0,211.85,0.5,90.0,4500.0,False,5992.500501881398,0.9822,1.8696,3.0
485.0,211.85,0.5,130.0,6500.0,False,3725.8709474473767,0.9822,1.8696,1.8571
485.0,211.85,0.5,200.0,10000.0,False,2318.7805392156984,0.9822,1.8696,1.4286
485.0,211.85,0.5,350.0,17500.0,False,2162.2446825619186,0.9822,1.8696,1.2069
485.0,211.85,0.5,600.0,30000.0,False,2654.636889901122,0.9822,1.8696,1.1111
485.0,211.85,1.0,5.0,500.0,True,,0.9822,1.7692,
485.0,211.85,1.0,15.0,1500.0,True,,0.9822,1.7692,
485.0,211.85,1.0,25.0,2500.0,True,,0.9822,1.7692,
485.0,211.85,1.0,35.0,3500.0,False,3200.115833696606,0.9822,1.7692,7.0
485.0,211.85,1.0,40.0,4000.0,False,1584.6839373138093,0.9822,1.7692,4.0
485.0,211.85,1.0,50.0,5000.0,False,1029.0157305167409,0.9822,1.7692,2.5
485.0,211.85,1.0,65.0,6500.0,False,1015.1074667173665,0.9822,1.7692,1.8571
485.0,211.85,1.0,90.0,9000.0,False,820.1167956464584,0.9822,1.7692,1.5
485.0,211.85,1.0,130.0,13000.0,False,695.1076322850738,0.9822,1.7692,1.3
485.0,211.85,1.0,200.0,20000.0,False,768.1549478836967,0.9822,1.7692,1.1765
485.0,211.85,1.0,350.0,35000.0,False,398.6289593272882,0.9822,1.7692,1.0938
485.0,211.85,1.0,600.0,60000.0,False,607.9103616314667,0.9822,1.7692,1.0526
485.0,211.85,2.0,5.0,1000.0,True,,0.9822,1.625,
485.0,211.85,2.0,15.0,3000.0,True,,0.9822,1.625,
485.0,211.85,2.0,25.0,5000.0,False,529.1095661672094,0.9822,1.625,2.5
485.0,211.85,2.0,35.0,7000.0,False,247.432481031467,0.9822,1.625,1.75
485.0,211.85,2.0,40.0,8000.0,False,253.08406851505273,0.9822,1.625,1.6
485.0,211.85,2.0,50.0,10000.0,False,213.66945626942942,0.9822,1.625,1.4286
485.0,211.85,2.0,65.0,13000.0,False,190.35703211638062,0.9822,1.625,1.3
485.0,211.85,2.0,90.0,18000.0,False,191.3437069549951,0.9822,1.625,1.2
485.0,211.85,2.0,130.0,26000.0,False,234.49029059595773,0.9822,1.625,1.1304
485.0,211.85,2.0,200.0,40000.0,False,238.4735995448001,0.9822,1.625,1.0811
485.0,211.85,2.0,350.0,70000.0,False,166.35113186820513,0.9822,1.625,1.0448
485.0,211.85,2.0,600.0,120000.0,False,228.55249189246675,0.9822,1.625,1.0256
485.0,211.85,4.0,5.0,2000.0,True,,0.9822,1.4545,
485.0,211.85,4.0,15.0,6000.0,False,115.73835576718498,0.9822,1.4545,2.0
485.0,211.85,4.0,25.0,10000.0,False,106.97306091552336,0.9822,1.4545,1.4286
485.0,211.85,4.0,35.0,14000.0,False,72.24157397755938,0.9822,1.4545,1.2727
485.0,211.85,4.0,40.0,16000.0,False,72.25102229902177,0.9822,1.4545,1.2308
485.0,211.85,4.0,50.0,20000.0,False,71.5351214415391,0.9822,1.4545,1.1765
485.0,211.85,4.0,65.0,26000.0,False,104.82358682337866,0.9822,1.4545,1.1304
485.0,211.85,4.0,90.0,36000.0,False,71.34681122343999,0.9822,1.4545,1.0909
485.0,211.85,4.0,130.0,52000.0,False,54.936731056587234,0.9822,1.4545,1.0612
485.0,211.85,4.0,200.0,80000.0,False,69.1597697128808,0.9822,1.4545,1.039
485.0,211.85,4.0,350.0,140000.0,False,55.714200127450326,0.9822,1.4545,1.0219
485.0,211.85,4.0,600.0,240000.0,False,54.161194990885285,0.9822,1.4545,1.0127
485.0,211.85,8.0,5.0,4000.0,False,101.94737134447593,0.9822,1.2941,4.0
485.0,211.85,8.0,15.0,12000.0,False,29.791319479110342,0.9822,1.2941,1.3333
485.0,211.85,8.0,25.0,20000.0,False,27.28064467526306,0.9822,1.2941,1.1765
485.0,211.85,8.0,35.0,28000.0,False,24.960600866772022,0.9822,1.2941,1.12
485.0,211.85,8.0,40.0,32000.0,False,25.8109724329414,0.9822,1.2941,1.1034
485.0,211.85,8.0,50.0,40000.0,False,25.625259747571445,0.9822,1.2941,1.0811
485.0,211.85,8.0,65.0,52000.0,False,17.650260251139393,0.9822,1.2941,1.0612
485.0,211.85,8.0,90.0,72000.0,False,25.64677063504905,0.9822,1.2941,1.0435
485.0,211.85,8.0,130.0,104000.0,False,19.763555634277463,0.9822,1.2941,1.0297
485.0,211.85,8.0,200.0,160000.0,False,18.255297052462254,0.9822,1.2941,1.0191
485.0,211.85,8.0,350.0,280000.0,False,22.28430364512731,0.9822,1.2941,1.0108
485.0,211.85,8.0,600.0,480000.0,False,22.663119493399012,0.9822,1.2941,1.0063
487.31,214.16,0.5,5.0,250.0,True,,0.9867,1.8696,
487.31,214.16,0.5,15.0,750.0,True,,0.9867,1.8696,
487.31,214.16,0.5,25.0,1250.0,True,,0.9867,1.8696,
487.31,214.16,0.5,35.0,1750.0,True,,0.9867,1.8696,
487.31,214.16,0.5,40.0,2000.0,True,,0.9867,1.8696,
487.31,214.16,0.5,50.0,2500.0,True,,0.9867,1.8696,
487.31,214.16,0.5,65.0,3250.0,False,20179.22775385576,0.9867,1.8696,13.0
487.31,214.16,0.5,90.0,4500.0,False,5853.251863114518,0.9867,1.8696,3.0
487.31,214.16,0.5,130.0,6500.0,False,2615.4685177911565,0.9867,1.8696,1.8571
487.31,214.16,0.5,200.0,10000.0,False,2314.893530056401,0.9867,1.8696,1.4286
487.31,214.16,0.5,350.0,17500.0,False,1904.1799144423278,0.9867,1.8696,1.2069
487.31,214.16,0.5,600.0,30000.0,False,1900.4728785022917,0.9867,1.8696,1.1111
487.31,214.16,1.0,5.0,500.0,True,,0.9867,1.7692,
487.31,214.16,1.0,15.0,1500.0,True,,0.9867,1.7692,
487.31,214.16,1.0,25.0,2500.0,True,,0.9867,1.7692,
487.31,214.16,1.0,35.0,3500.0,False,3552.949367294451,0.9867,1.7692,7.0
487.31,214.16,1.0,40.0,4000.0,False,1673.8873789148154,0.9867,1.7692,4.0
487.31,214.16,1.0,50.0,5000.0,False,1356.58621492023,0.9867,1.7692,2.5
487.31,214.16,1.0,65.0,6500.0,False,912.586720524653,0.9867,1.7692,1.8571
487.31,214.16,1.0,90.0,9000.0,False,549.7517010129537,0.9867,1.7692,1.5
487.31,214.16,1.0,130.0,13000.0,False,471.7122226570955,0.9867,1.7692,1.3
487.31,214.16,1.0,200.0,20000.0,False,571.6143719072616,0.9867,1.7692,1.1765
